,idade,tipo_assinatura,plano_pagamento,num_pausas_assinatura,metodo_pagamento,chamados_suporte,horas_semanais,tempo_medio_sessao,taxa_skip_musica,musicas_tocadas_semana,musicas_unicas_semana,num_artistas_favoritos,num_amigos_plataforma,num_playlists_criadas,num_playlists_compartilhadas,notificacoes_clicadas
1241,39,estudante,anual,1,credito,poucos,30.856469,3.244738793,0.39,414,242,5,59,9,3,30
1242,78,familia premium,mensal,1,credito,muitos,10.1253114,1.682055694,0.23,148,134,7,35,15,5,1
1243,69,familia premium,anual,0,venmo,poucos,28.15436077,2.401982649,0.46,432,341,9,47,12,3,0
1244,74,basico,anual,0,debito,nenhum,24.80133134,4.017183558,0.07,302,247,9,59,13,7,138
1245,24,estudante,anual,1,credito,nenhum,26.93694565,2.743606523,0.05,444,426,5,92,3,1,85
1246,76,premium,anual,0,credito,muito frequente,21.75985599,3.773288362,0.35,374,215,6,46,11,3,82
1247,71,familia premium,anual,1,debito,poucos,19.21866912,0.808813346,0.49,247,133,5,36,11,6,1
1248,65,premium,anual,0,debito,nenhum,14.4748028,1.487556844,0.78,240,186,8,38,19,10,90
1249,55,basico,mensal,0,credito,poucos,25.99312031,4.097464208,0.3,362,337,6,56,12,4,26
1250,31,basico,mensal,1,credito,poucos,22.19709948,3.861867014,0.05,354,204,8,88,7,2,33
1251,59,familia premium,anual,2,credito,nenhum,9.989083038,0.67722353,0.27,138,118,6,60,9,2,0
1252,41,estudante,anual,1,venmo,muitos,9.95942902,0.06038118,0.18,129,103,7,82,11,6,50
1253,47,basico,anual,1,debito,nenhum,29.01477209,0.383654924,0.86,438,325,5,82,6,3,103
1254,55,basico,anual,1,debito,muitos,24.99687295,0.495942221,0.28,488,261,8,43,10,10,38
1255,27,basico,anual,2,debito,poucos,11.76955774,0.686881502,0.04,160,89,3,79,9,2,190
1256,19,estudante,anual,2,credito,alguns,5.180040922,0.757691895,0.94,101,95,5,87,8,4,68
1257,77,familia premium,mensal,0,venmo,poucos,7.288614396,0.622416449,0.64,132,95,8,26,6,3,1
1258,49,familia premium,mensal,2,debito,muitos,23.67153295,2.532918691,0.86,392,228,4,66,9,5,1
1259,53,familia premium,anual,0,debito,alguns,5.378312036,1.137478719,0.12,73,55,7,55,14,7,1
1260,42,basico,mensal,2,credito,poucos,27.0370876,2.425561326,0.22,391,362,7,74,14,7,81
1261,81,familia premium,anual,0,debito,alguns,7.498801532,1.082504355,0.23,143,109,5,51,12,12,0
1262,20,basico,anual,1,debito,nenhum,2.469527978,1.070272508,0.01,47,38,3,107,12,6,69
1263,44,basico,mensal,1,venmo,alguns,17.5551285,0.787449579,0.49,259,135,8,74,10,3,125
1264,46,familia premium,anual,2,debito,nenhum,27.61662495,3.0566669,0.82,352,230,4,72,19,6,1
1265,50,basico,mensal,2,debito,poucos,6.969342355,1.469594134,0.63,90,55,3,65,12,4,78
1266,39,familia premium,anual,1,venmo,muitos,7.743254509,0.627896062,0.0,110,103,6,80,19,10,1
1267,47,premium,mensal,2,credito,poucos,8.223450749,1.887924686,0.01,164,88,6,83,9,3,117
1268,85,familia premium,mensal,0,debito,alguns,29.6037345,3.528857928,0.77,365,340,6,25,8,2,1
1269,58,familia premium,anual,1,credito,alguns,24.78670172,3.85954863,0.42,317,219,8,49,20,7,1
1270,27,premium,anual,2,debito,nenhum,30.45198371,1.209610054,0.47,394,256,4,86,13,4,167
1271,77,premium,mensal,2,credito,alguns,18.97055941,2.098064204,0.45,252,217,6,33,11,6,124
1272,85,estudante,anual,2,credito,nenhum,20.07515343,1.958648474,0.06,244,198,6,30,8,4,74
1273,22,estudante,mensal,0,debito,muito frequente,10.79087125,1.778404784,0.25,192,106,5,105,14,7,105
1274,25,premium,anual,2,debito,muitos,22.60064047,0.146762816,0.79,298,258,7,92,19,5,60
1275,42,familia premium,anual,2,credito,nenhum,23.35910802,2.637741237,0.03,297,210,4,88,12,4,0
1276,21,estudante,mensal,1,credito,muitos,29.09689759,3.781300726,0.3,422,372,8,102,17,17,196
1277,51,basico,mensal,2,credito,muitos,13.67319056,0.532575349,0.56,178,169,6,74,15,8,81
1278,84,familia premium,anual,2,debito,muito frequente,5.665215513,0.597443392,0.44,76,43,5,51,19,10,0
1279,19,premium,anual,0,debito,muito frequente,5.933299894,1.307265795,0.13,84,48,7,102,12,12,72
1280,72,premium,anual,0,credito,nenhum,1.802658311,0.678830827,0.79,23,12,3,41,17,17,75
1281,59,basico,anual,1,venmo,alguns,13.66920025,0.417442099,0.08,171,131,4,60,15,8,231
1282,28,premium,anual,0,debito,muito frequente,5.305592095,1.661593733,0.49,105,57,5,72,11,3,109
1283,32,premium,anual,0,debito,muito frequente,6.032987482,1.116325199,0.58,85,43,7,81,12,12,28
1284,24,estudante,mensal,0,credito,alguns,29.87875424,2.318028891,0.34,387,358,6,93,18,9,67
1285,76,premium,mensal,0,debito,alguns,6.584807829,1.354780548,0.35,106,68,7,25,15,15,124
1286,33,basico,mensal,1,credito,poucos,0.916568581,0.945805998,0.43,12,11,2,80,10,3,18
1287,19,estudante,anual,2,debito,poucos,28.77897529,0.719933836,0.26,475,351,7,94,19,5,35
1288,72,familia premium,mensal,0,venmo,muitos,21.63141986,2.222738315,0.17,307,193,9,37,8,2,1
1289,71,basico,mensal,0,credito,alguns,27.14404799,0.13481039,0.02,489,444,9,53,15,4,74
1290,70,familia premium,mensal,2,credito,muito frequente,27.81785801,3.767465883,0.4,435,228,4,52,5,1,1
1291,81,familia premium,mensal,1,venmo,muito frequente,16.84280764,2.671339371,0.21,316,190,5,31,18,9,1
1292,64,familia premium,mensal,0,venmo,nenhum,8.062211531,1.633564713,0.21,133,95,5,58,10,3,1
1293,34,premium,anual,1,debito,nenhum,23.89671814,3.051168148,0.79,289,254,8,77,18,18,62
1294,39,familia premium,anual,0,credito,muitos,11.13384598,1.691931422,0.0,164,115,8,64,13,7,2
1295,66,familia premium,anual,2,venmo,muitos,8.864322642,1.910707034,0.15,111,74,5,41,14,7,1
1296,46,familia premium,anual,2,venmo,muitos,9.627312493,1.030723678,0.54,184,127,6,51,19,10,0
1297,63,basico,mensal,2,venmo,poucos,12.17417111,0.226863288,0.06,185,117,3,59,14,14,113
1298,57,premium,mensal,1,debito,nenhum,26.66388807,0.960977548,0.49,445,263,5,51,11,4,46
1299,46,familia premium,anual,1,credito,nenhum,9.630253381,1.157438308,0.08,128,93,4,80,12,4,1
1300,22,estudante,anual,0,debito,muito frequente,6.606518012,0.645234512,0.38,113,109,5,101,15,8,87
1301,77,familia premium,anual,2,venmo,alguns,22.83154523,2.626082331,0.41,412,230,7,42,12,6,1
1302,69,familia premium,anual,2,credito,muitos,12.29392805,1.792788899,0.0,148,77,3,30,21,7,1
1303,19,estudante,mensal,0,venmo,alguns,0.377157833,0.545691104,0.48,6,5,2,89,12,6,63
1304,34,premium,mensal,1,debito,alguns,0.257682006,0.104742467,0.27,3,2,0,88,9,3,83
1305,23,basico,anual,1,debito,poucos,22.76471423,0.940888738,0.37,420,318,5,78,10,3,27
1306,55,basico,mensal,1,debito,poucos,15.75021823,0.771291192,0.33,276,215,5,76,10,10,128
1307,62,familia premium,anual,1,credito,muito frequente,2.831958591,1.376168267,0.24,35,33,5,60,10,3,1
1308,23,basico,anual,2,venmo,nenhum,20.18240637,2.663614441,0.31,393,330,7,91,15,15,76
1309,81,familia premium,anual,2,venmo,muito frequente,22.4402373,0.509912441,0.46,273,153,7,37,18,6,1
1310,69,premium,mensal,1,venmo,alguns,22.74592302,0.766322194,0.43,331,184,5,50,13,7,152
1311,50,familia premium,anual,1,venmo,muitos,29.85337373,3.968320932,0.34,592,419,5,49,11,4,0
1312,36,basico,anual,0,venmo,nenhum,24.57875404,2.224833997,0.81,367,190,6,91,10,5,160
1313,53,premium,anual,0,credito,poucos,18.92659096,2.744664826,0.4,283,167,9,43,8,8,24
1314,73,basico,anual,1,credito,poucos,2.821387005,0.645469394,0.16,48,38,5,47,7,7,127
1315,51,basico,anual,2,venmo,muito frequente,12.78752005,2.319069254,0.56,214,195,3,63,9,3,71
1316,32,estudante,mensal,0,credito,nenhum,2.306767553,0.582888681,0.1,46,39,4,89,18,6,135
1317,74,basico,anual,1,credito,muito frequente,15.16496394,2.738215137,0.77,199,159,7,37,10,5,73
1318,73,familia premium,anual,0,debito,poucos,20.42884894,2.264803638,0.3,342,213,6,57,12,12,2
1319,44,basico,anual,0,credito,alguns,20.90096986,1.354887864,0.23,251,190,8,62,9,3,29
1320,52,premium,anual,1,credito,poucos,16.94257371,1.939114556,0.39,323,286,8,58,9,5,64
1321,58,premium,anual,2,venmo,alguns,20.46789626,0.607914262,0.86,273,182,4,58,12,6,87
1322,21,estudante,anual,1,debito,poucos,3.06238275,1.009783862,0.23,60,32,3,98,11,11,61
1323,19,estudante,mensal,1,credito,muitos,13.50454268,0.765086377,0.52,185,149,7,83,14,7,67
1324,50,basico,anual,0,debito,nenhum,1.246856131,0.261508619,0.36,17,9,5,67,12,3,135
1325,57,familia premium,anual,0,credito,alguns,17.48404393,0.495037064,0.46,235,176,8,43,18,18,2
1326,60,familia premium,anual,0,credito,poucos,18.48384676,1.970861704,0.23,222,117,8,57,15,5,0
1327,19,estudante,anual,1,debito,muitos,3.631113081,0.563438205,0.47,66,34,6,94,11,11,81
1328,24,basico,anual,0,credito,nenhum,30.72347664,3.18395003,0.95,568,366,6,99,11,6,89
1329,54,familia premium,anual,1,debito,nenhum,15.11735007,2.808142324,0.51,218,124,7,60,9,5,0
1330,44,estudante,anual,2,venmo,poucos,18.3456226,2.132159866,0.19,326,221,4,76,15,8,50
1331,21,estudante,mensal,0,debito,nenhum,16.38071584,0.8013483,0.93,208,166,5,92,8,3,29
1332,73,premium,anual,2,venmo,poucos,14.19402684,1.711687891,0.28,230,119,3,25,6,3,48
1333,67,premium,anual,0,debito,poucos,6.138904553,1.673978814,0.87,84,75,5,49,12,12,64
1334,74,familia premium,mensal,1,debito,alguns,18.76092477,0.01592837,0.3,300,211,8,49,5,3,1
1335,64,familia premium,anual,0,venmo,muitos,6.296229727,1.020993723,0.5,76,43,7,35,8,4,1
1336,27,premium,anual,2,venmo,poucos,11.5640911,0.440621202,0.12,154,107,3,89,20,5,47
1337,32,familia premium,mensal,0,debito,muito frequente,3.47977219,1.234051329,0.7,69,48,4,76,15,15,2
1338,61,premium,mensal,1,credito,alguns,13.62246239,1.835685887,0.4,175,166,4,48,19,19,66
1339,39,premium,anual,2,credito,poucos,11.38292112,2.040963495,0.41,143,95,6,82,14,14,70
1340,70,basico,anual,0,debito,muitos,6.207002353,0.639345055,0.37,87,55,7,55,6,2,101
1341,61,familia premium,anual,2,venmo,muito frequente,23.44307209,1.923878452,0.88,442,335,4,47,18,6,0
1342,33,premium,mensal,2,debito,muito frequente,7.720234184,1.076015771,0.12,129,81,3,81,3,1,212
1343,53,premium,anual,0,credito,nenhum,18.63512883,2.261584682,0.05,287,146,9,68,17,4,44
1344,68,basico,anual,1,credito,alguns,4.640871516,1.201269146,0.46,62,40,5,35,10,3,65
1345,56,premium,mensal,1,credito,muitos,28.32358828,0.968062113,0.19,454,249,8,71,15,4,201
1346,48,familia premium,anual,2,credito,nenhum,14.95923795,1.715543201,0.22,213,118,3,82,10,5,2
1347,82,premium,anual,2,debito,alguns,27.18337117,1.367093342,0.23,362,304,4,26,20,10,79
1348,65,familia premium,anual,0,debito,poucos,10.42467244,1.100845151,0.11,131,128,5,54,17,9,2
1349,19,basico,anual,0,credito,poucos,12.17319352,1.507508664,0.69,159,118,8,98,6,3,53
1350,58,familia premium,mensal,0,credito,nenhum,13.22787603,1.514490579,0.26,198,138,5,71,9,2,1
1351,65,premium,anual,2,credito,poucos,5.42515673,1.099808034,0.16,67,48,5,42,19,10,246
1352,38,familia premium,anual,2,credito,muitos,0.44916304,0.634423395,0.59,7,4,1,67,9,2,0
1353,37,premium,anual,2,credito,alguns,13.70036734,1.638500399,0.99,208,126,6,93,14,5,144
1354,25,premium,anual,2,venmo,poucos,18.71783758,1.975620695,0.42,309,183,7,96,9,5,54
1355,41,familia premium,anual,0,credito,muitos,30.75277992,4.963445029,0.24,482,432,9,77,10,10,2
1356,83,familia premium,anual,0,debito,poucos,28.04842422,2.137235421,0.39,391,206,9,42,9,3,1
1357,83,familia premium,anual,1,debito,muito frequente,2.542089489,0.633286582,0.41,35,26,5,28,8,3,1
1358,29,premium,mensal,1,credito,alguns,22.74623935,3.446107721,0.4,325,316,5,85,12,12,22
1359,82,familia premium,anual,1,venmo,muito frequente,20.74138275,3.390318817,0.23,320,222,5,40,15,5,0
1360,71,premium,mensal,1,credito,nenhum,10.60779766,0.754156656,0.31,131,79,4,49,8,2,52
1361,59,premium,anual,0,credito,muitos,20.39639022,0.92236879,0.41,271,199,9,53,19,5,42
1362,51,basico,anual,0,credito,poucos,27.38080586,1.342773156,0.83,416,311,9,74,8,4,71
1363,33,basico,anual,1,debito,poucos,27.91056391,4.162303483,0.06,530,464,5,82,21,21,25
1364,69,estudante,anual,0,credito,muito frequente,11.59400378,1.176144868,0.8,184,101,8,37,16,16,67
1365,60,familia premium,anual,1,credito,nenhum,1.753838523,0.645926303,0.02,30,22,3,60,12,3,0
1366,54,familia premium,anual,0,venmo,muito frequente,15.41887051,0.661959619,0.01,198,99,5,65,8,4,2
1367,66,familia premium,anual,0,credito,alguns,6.422816379,1.047269496,0.17,92,60,5,66,19,5,1
1368,57,basico,mensal,0,credito,poucos,25.18322125,2.375729896,0.76,428,306,9,48,10,3,40
1369,31,basico,mensal,2,credito,muitos,30.21624953,1.213503758,0.62,433,428,7,77,13,4,41
1370,53,familia premium,anual,2,debito,poucos,13.52097861,0.490987849,0.9,221,193,3,57,11,4,1
1371,64,basico,mensal,1,debito,muito frequente,10.33207507,0.520449718,0.32,152,84,7,56,9,3,30
1372,54,premium,mensal,2,credito,alguns,9.91290898,0.905882999,0.07,172,135,3,52,11,3,120
1373,21,basico,anual,0,credito,muito frequente,17.64089258,1.385848216,0.03,226,166,5,98,6,6,66
1374,37,basico,anual,0,venmo,poucos,12.54987383,1.414715118,0.14,215,117,5,66,10,5,29
1375,60,premium,mensal,1,debito,muitos,5.245655445,1.337333985,0.21,90,62,6,48,20,5,254
1376,31,familia premium,anual,0,venmo,poucos,14.03315216,1.878874921,0.26,260,195,6,77,16,5,2
1377,40,basico,mensal,2,credito,nenhum,20.59848073,2.113373068,0.44,254,151,6,76,14,14,76
1378,56,basico,mensal,2,credito,alguns,8.415649173,0.260555822,0.2,141,136,3,75,10,3,198
1379,37,familia premium,anual,2,debito,alguns,15.51286457,2.719555503,0.29,298,194,7,81,15,15,0
1380,22,estudante,anual,2,credito,poucos,29.48331351,2.867003974,0.72,487,247,4,80,19,10,52
1381,22,familia premium,anual,1,debito,alguns,5.883223671,1.307666222,0.34,76,56,3,87,9,3,2
1382,82,basico,anual,1,credito,muito frequente,3.977843591,0.617353402,0.05,71,69,3,46,12,6,73
1383,75,premium,mensal,0,credito,alguns,10.30356573,2.00789651,0.57,132,73,8,36,8,8,52
1384,83,premium,anual,0,credito,muitos,27.6697708,4.228116255,0.0,518,408,10,31,4,1,142
1385,44,basico,mensal,0,debito,poucos,29.06322444,2.108529699,0.62,491,321,9,76,11,3,72
1386,26,premium,anual,0,venmo,poucos,6.805265944,0.945537876,0.74,110,73,7,89,6,2,106
1387,82,basico,anual,2,credito,poucos,16.18997797,0.71142181,0.36,241,155,3,26,8,4,44
1388,73,premium,anual,1,credito,muitos,8.470522245,1.149063177,0.01,125,97,4,46,6,2,42
1389,35,familia premium,anual,1,credito,muitos,2.309501968,0.697275011,0.13,45,30,3,73,11,11,0
1390,67,familia premium,anual,0,credito,alguns,3.844326973,1.425268171,0.32,47,39,6,49,18,18,1
1391,39,basico,mensal,1,credito,muitos,24.0949917,1.904580958,0.9,330,200,8,75,11,11,41
1392,38,familia premium,anual,0,debito,nenhum,24.14244062,2.834896144,0.24,402,287,6,77,9,5,0
1393,80,familia premium,anual,1,venmo,muitos,30.99192011,1.46203874,0.86,513,299,5,40,7,4,0
1394,18,estudante,anual,1,credito,muitos,15.29666107,2.474959567,0.07,190,111,4,98,12,3,118
1395,73,basico,anual,2,credito,muito frequente,28.7202817,1.190340861,0.49,450,292,7,50,12,12,50
1396,84,familia premium,mensal,0,credito,muito frequente,9.05695776,0.572108856,0.07,113,92,5,44,11,3,2
1397,23,basico,anual,1,debito,muito frequente,1.780304924,0.862817096,0.35,31,19,4,87,11,11,44
1398,47,premium,anual,1,venmo,muito frequente,20.25681862,1.84729212,0.59,400,226,8,72,10,3,58
1399,50,estudante,anual,0,credito,alguns,8.817498668,0.310343525,0.29,162,83,5,74,13,4,163
1400,48,familia premium,anual,0,credito,poucos,28.4399603,4.466039258,0.17,442,382,6,60,3,1,2
1401,76,estudante,anual,2,credito,nenhum,0.239030866,0.874552916,0.17,5,3,0,32,18,18,85
1402,63,familia premium,mensal,0,credito,muitos,17.91081054,0.618945859,0.33,257,139,9,52,8,3,1
1403,43,basico,anual,2,credito,nenhum,24.91582067,4.099812268,0.13,421,276,7,76,13,13,22
1404,49,familia premium,anual,2,credito,poucos,14.54167824,1.332959614,0.25,186,177,3,79,14,7,1
1405,19,basico,anual,1,venmo,muitos,24.1533578,0.974442193,0.69,300,201,5,99,20,20,40
1406,47,familia premium,anual,0,venmo,muito frequente,1.346286144,0.643702955,0.01,21,12,3,70,10,3,0
1407,47,familia premium,mensal,0,debito,alguns,24.36914586,2.046113035,0.25,318,172,9,85,20,7,2
1408,61,familia premium,mensal,1,debito,poucos,9.912347275,1.32166583,0.05,149,93,4,57,14,5,0
1409,81,familia premium,anual,2,debito,muito frequente,14.07579951,2.058805175,0.1,175,96,6,43,11,6,2
1410,55,familia premium,anual,2,venmo,muitos,14.27512539,1.31286386,0.07,221,193,3,53,8,2,2
1411,71,basico,mensal,2,debito,muitos,12.83620722,2.261214359,0.23,162,117,3,46,15,4,148
1412,64,basico,anual,2,credito,muitos,30.70942649,2.135722993,0.72,369,223,7,52,8,2,116
1413,51,basico,mensal,1,debito,poucos,10.83080535,0.62392633,0.2,173,115,4,62,11,6,143
1414,38,familia premium,mensal,1,credito,poucos,26.21922711,0.493827292,0.86,511,449,5,86,18,5,1
1415,84,premium,anual,2,credito,nenhum,3.556891229,0.426548972,0.38,47,24,4,38,13,7,359
1416,78,familia premium,mensal,2,credito,nenhum,18.2121523,1.382042151,0.07,247,217,4,29,10,3,1
1417,81,familia premium,anual,2,venmo,muito frequente,15.96603602,2.923089216,0.46,291,151,7,33,6,6,0
1418,70,basico,mensal,1,credito,poucos,17.96027422,0.987695976,0.05,247,127,7,54,14,14,103
1419,66,familia premium,anual,1,credito,nenhum,4.038041247,1.031070912,0.35,53,41,3,51,10,10,0
1420,73,basico,mensal,2,debito,alguns,7.969210238,1.053031983,0.34,151,137,3,33,14,4,237
1421,26,premium,mensal,2,credito,nenhum,6.388514901,0.483468906,0.84,106,62,3,96,12,3,182
1422,84,premium,anual,2,debito,muitos,20.30425714,2.910688533,0.54,401,314,4,37,13,7,105
1423,77,basico,anual,2,venmo,alguns,10.01202702,1.632985266,0.32,136,100,3,35,14,14,267
1424,37,premium,anual,2,debito,nenhum,27.25530549,0.983452491,0.4,330,215,7,92,11,11,122
1425,62,estudante,anual,0,venmo,alguns,8.673936099,2.047260505,0.06,107,55,5,49,9,2,255
1426,83,basico,mensal,1,credito,nenhum,25.46153694,1.72151482,0.63,334,327,8,27,8,4,66
1427,60,premium,anual,0,credito,muito frequente,13.78136164,1.454552502,0.16,225,122,8,53,13,7,88
1428,83,basico,anual,2,credito,poucos,14.76241378,0.967606065,0.24,249,247,6,28,17,9,88
1429,36,familia premium,anual,0,debito,poucos,20.78741046,2.437694059,0.17,396,373,9,61,11,6,2
1430,29,premium,anual,2,credito,muitos,15.59322921,0.356676665,0.41,199,120,3,102,14,7,94
1431,31,premium,anual,2,venmo,muito frequente,10.31264695,0.93075582,0.87,192,98,6,89,19,19,73
1432,34,familia premium,mensal,0,credito,alguns,29.7014935,0.041989554,0.05,440,265,6,80,4,1,0
1433,65,familia premium,mensal,0,venmo,muitos,21.20393094,2.340017041,0.49,378,291,6,62,9,5,2
1434,56,familia premium,mensal,1,debito,nenhum,8.324689857,0.637661855,0.01,119,62,6,55,9,3,1
1435,31,premium,mensal,0,credito,muitos,2.693129002,0.811177229,0.77,42,29,6,74,9,3,36
1436,49,estudante,mensal,0,debito,muitos,1.740440753,0.184812261,0.77,34,20,4,57,13,3,64
1437,30,premium,anual,0,venmo,muitos,9.666838249,2.156711506,0.23,127,81,5,89,9,3,131
1438,64,estudante,mensal,1,venmo,poucos,0.276884428,0.821786336,0.8,4,3,1,52,7,7,49
1439,82,estudante,anual,0,venmo,poucos,8.813144443,0.513261205,0.32,114,91,5,28,15,15,235
1440,85,premium,mensal,1,venmo,nenhum,10.45406798,2.110157787,0.14,145,101,4,19,18,5,191
1441,33,premium,anual,0,credito,muitos,29.07256848,4.783808295,0.14,441,263,9,71,10,3,33
1442,83,familia premium,anual,2,debito,muito frequente,4.916421831,0.289776508,0.57,62,31,4,32,18,5,1
1443,85,familia premium,mensal,0,debito,alguns,28.38773944,2.526402317,0.06,397,247,9,27,8,3,0
1444,33,premium,mensal,0,venmo,poucos,8.211888174,0.603069309,0.13,102,69,7,94,14,4,75
1445,22,premium,mensal,1,credito,muitos,10.21996349,0.324908596,0.64,168,90,7,87,5,5,70
1446,50,familia premium,anual,2,venmo,muitos,6.275033839,1.242591733,0.07,81,76,2,71,14,7,1
1447,58,basico,anual,2,credito,poucos,30.68074214,1.410955257,0.28,561,333,4,58,8,4,35
1448,40,familia premium,mensal,2,venmo,muito frequente,9.679485202,1.926706741,0.02,132,76,3,65,13,7,1
1449,58,premium,anual,0,credito,alguns,13.41242568,0.461603885,0.32,170,104,8,67,11,6,72
1450,61,estudante,anual,1,credito,alguns,8.339281799,0.717113412,0.99,116,83,4,55,19,19,23
1451,77,basico,mensal,2,venmo,muito frequente,14.5445699,1.352971742,0.58,252,238,6,41,13,4,75
1452,62,familia premium,anual,1,debito,muito frequente,28.35925188,1.481701478,0.48,534,280,9,46,19,19,2
1453,80,familia premium,anual,1,debito,muitos,26.15119824,3.724921255,0.86,344,203,5,29,5,1,2
1454,22,estudante,mensal,1,debito,poucos,1.161271542,0.64747665,0.19,20,10,2,90,17,17,123
1455,19,estudante,mensal,1,debito,alguns,19.63905281,1.002119289,0.12,237,172,4,88,10,5,234
1456,67,basico,anual,2,venmo,muitos,20.84627711,0.590055367,0.32,312,216,4,36,8,4,96
1457,37,basico,anual,2,debito,muitos,18.40805207,2.512660958,0.98,235,123,6,74,11,11,118
1458,81,familia premium,mensal,1,venmo,alguns,1.991157694,0.723829628,0.15,32,23,3,43,5,1,1
1459,78,familia premium,anual,1,credito,nenhum,1.942554408,0.713510463,0.01,23,14,4,51,5,3,1
1460,74,premium,anual,1,venmo,nenhum,0.725162978,0.590408857,0.0,10,6,3,39,13,13,303
1461,79,familia premium,anual,0,credito,muitos,16.21566074,1.772222911,0.03,211,155,8,53,5,1,2
1462,40,basico,anual,0,debito,poucos,17.98221913,2.213032638,0.64,217,168,8,75,12,12,137
1463,70,familia premium,anual,2,debito,alguns,29.91867121,0.310355571,0.03,480,299,4,30,13,3,2
1464,76,basico,anual,2,debito,muito frequente,3.283553464,0.593850267,0.45,60,33,4,25,6,2,58
1465,65,estudante,mensal,0,credito,poucos,30.56394469,4.342024446,0.64,509,266,9,48,15,5,294
1466,77,familia premium,mensal,1,debito,nenhum,19.26928618,3.251587651,0.18,232,148,7,38,12,12,0
1467,30,premium,anual,1,credito,alguns,28.95179186,2.304385048,0.89,360,195,8,78,7,2,89
1468,76,basico,anual,2,venmo,muito frequente,12.46815571,0.980951503,0.21,161,98,3,46,10,10,80
1469,67,familia premium,mensal,1,credito,poucos,1.840665883,0.980430265,0.03,23,16,2,48,11,4,2
1470,71,familia premium,mensal,0,credito,alguns,16.47130129,1.12045989,0.06,241,157,5,51,21,7,2
1471,24,basico,mensal,1,debito,muito frequente,27.91479757,0.157526268,0.22,427,294,5,102,8,3,97
1472,32,premium,anual,0,venmo,muitos,24.75903527,3.514092998,0.25,340,197,9,78,17,17,121
1473,54,basico,anual,2,credito,muitos,11.3045542,2.03593444,0.81,225,193,3,73,12,3,127
1474,67,familia premium,anual,0,venmo,alguns,25.91879415,4.217454114,0.82,483,327,9,39,20,10,0
1475,57,familia premium,mensal,1,credito,alguns,30.98218487,3.718861112,0.44,498,297,8,64,12,12,1
1476,59,premium,anual,1,credito,muitos,26.88796652,3.662962769,0.15,439,297,5,47,15,5,72
1477,34,basico,anual,0,credito,alguns,9.329246907,0.860509978,0.95,139,71,5,80,11,3,57
1478,26,basico,anual,2,debito,nenhum,11.1570527,0.881439529,0.17,198,158,3,83,11,3,24
1479,79,familia premium,mensal,2,debito,poucos,25.05189197,2.701463106,0.84,466,303,4,39,12,4,2
1480,76,familia premium,anual,1,venmo,muitos,7.576619522,1.641866476,0.37,104,59,4,24,14,4,0
1481,26,premium,anual,2,venmo,alguns,1.406322181,0.368668485,0.86,25,14,3,75,11,3,48
1482,82,familia premium,anual,0,credito,muitos,2.525771112,0.567208003,0.44,31,18,5,26,9,2,1
1483,64,premium,mensal,0,venmo,poucos,7.389109973,0.930378687,0.42,95,79,5,43,19,10,52
1484,28,premium,anual,1,venmo,alguns,16.72036445,0.795528977,0.11,268,263,8,91,12,3,217
1485,25,premium,anual,0,debito,poucos,16.14570833,1.130156444,0.39,269,231,6,88,18,5,78
1486,52,familia premium,mensal,0,credito,muito frequente,26.86595616,1.648585066,0.29,375,192,6,60,15,5,2
1487,28,familia premium,mensal,2,credito,nenhum,5.35536023,0.126722479,0.43,88,51,3,91,14,14,0
1488,67,familia premium,anual,1,credito,muitos,14.69347513,0.422409871,0.39,255,131,5,49,13,3,1
1489,64,premium,anual,1,credito,alguns,2.761749676,0.352620538,0.01,52,34,3,55,20,5,116
1490,29,familia premium,anual,2,credito,alguns,6.654873009,0.733843905,0.35,88,50,3,95,15,15,2
1491,60,basico,mensal,1,credito,muitos,0.336119053,0.647568261,0.75,5,4,1,51,11,11,81
1492,68,familia premium,anual,1,credito,muito frequente,7.701512584,0.357769889,0.41,132,98,7,58,18,5,0
1493,42,familia premium,anual,1,credito,muitos,10.78321032,2.370938322,0.83,131,106,7,86,6,3,0
1494,58,basico,mensal,1,credito,nenhum,13.11981195,1.400023935,0.22,228,213,4,51,15,8,28
1495,58,familia premium,anual,1,credito,muito frequente,22.23027094,2.938117636,0.81,295,279,8,64,9,2,0
1496,63,basico,anual,0,venmo,muito frequente,18.35667011,1.189813846,0.01,330,210,6,45,18,6,83
1497,35,familia premium,anual,2,credito,muitos,1.975497266,1.048664486,0.5,35,21,2,67,13,4,2
1498,58,basico,anual,1,venmo,muitos,11.13145716,1.174661269,0.5,176,99,4,57,19,6,238
1499,21,estudante,mensal,2,venmo,nenhum,1.114671918,0.807868515,0.06,14,8,2,81,10,5,56
1500,18,premium,anual,1,debito,alguns,4.901860943,0.710887406,0.33,65,45,3,92,6,3,196
1501,39,familia premium,mensal,2,credito,poucos,14.71338403,0.468510666,0.05,191,103,3,88,9,2,2
1502,65,basico,anual,2,credito,muitos,10.92763857,0.827173491,0.36,169,109,6,43,20,20,63
1503,54,basico,anual,0,debito,alguns,28.9471037,0.673970875,0.39,409,236,9,59,14,5,97
1504,74,familia premium,mensal,1,credito,muito frequente,12.75932999,2.138066417,0.01,199,117,4,27,8,8,2
1505,43,familia premium,mensal,1,credito,nenhum,9.292515906,2.185664911,0.78,161,105,7,77,20,10,0
1506,78,premium,mensal,2,credito,muito frequente,13.96824858,1.500487888,0.31,176,144,3,55,12,4,310
